"Report Date/Time: 10/30/2012 03:03 PM","","","","","STATE OF ARIZONA REGISTRATION REPORT","","","","","","","","","Page Number 1"
"","","","","","","","","","Compiled and Issued by the Arizona Secretary of State","","","","","",""
"","","","","","","","","ACTIVE","","","","","","",""
"","Legislative","","","","Precincts","","","","","","","","","Other","TOTAL"
"","","","","","","Americans ","","","","Democratic","Green","Libertarian","Republican","",""
"","","Legislative District 29","","","","","","","","","","","","",""
"","","","","","","3","","","","25,205","51","789","12,927","",""
"","","","Maricopa","","33","","","","","","","","","23,328","62,303"
"","","","","","33","","","","","","","","","23,328","62,303"
"","","","","TOTALS","","3","","","","25,205","51","789","12,927","",""
"","","Legislative District 30","","","","","","","","","","","","",""
"","","","","","","2","","","","24,494","88","724","14,589","",""
"","","","Maricopa","","29","","","","","","","","","22,447","62,344"
"","","","","","29","","","","","","","","","22,447","62,344"
"","","","","TOTALS","","2","","","","24,494","88","724","14,589","",""
"","","","","STATE TOTALS","","237","","","","952,931","4,863","22,086","1,120,992","",""
"","","","","","1,667","","","","","","","","","1,023,603","3,124,712"
"Report Date/Time: 10/30/2012 03:03 PM","","","","","STATE OF ARIZONA REGISTRATION REPORT","","","","","","","","Page Number 6"
"","","","","","","2012 General Election - November 6, 2012","","","","","","",""
"","","","","","","Compiled and Issued by the Arizona Secretary of State","","","","","","",""
"","","","","","INACTIVE","","","","","","","",""
"","","Precincts","Date/Period","","","","","","","","","Other","TOTAL"
"","","","","Americans ","","","Democratic","Green","Libertarian","Republican","Write-In","",""
"","","","","*","","","2,552","7","28","966","*","",""
"","Apache","45","G.E. 2010","","","","","","","","","1,305","4,858"
"","","","","0","","","2,919","14","24","1,077","*","",""
"","","45","P.E. 2012","","","","","","","","","1,476","5,510"
"","","","","0","","","2,636","13","22","978","*","",""
"","","45","G.E. 2012","","","","","","","","","1,347","4,996"
"","","","","*","","","261","3","6","301","*","",""
"","Cochise","64","G.E. 2010","","","","","","","","","325","896"
"","","","","1","","","776","8","16","774","*","",""
"","","49","P.E. 2012","","","","","","","","","1,084","2,659"
"","","","","1","","","723","8","12","694","*","",""
"","","49","G.E. 2012","","","","","","","","","992","2,430"
"","","","","*","","","5,223","112","376","3,423","*","",""
"","Coconino","85","G.E. 2010","","","","","","","","","6,021","15,155"
"","","","","0","","","5,787","119","290","3,533","*","",""
"","","71","P.E. 2012","","","","","","","","","7,281","17,010"
"","","","","0","","","5,068","108","267","3,118","*","",""
"","","71","G.E. 2012","","","","","","","","","6,422","14,983"
"","","","","*","","","1,305","7","18","865","*","",""
"","Gila","39","G.E. 2010","","","","","","","","","902","3,097"
"","","","","0","","","1,030","5","15","643","*","",""
"","","39","P.E. 2012","","","","","","","","","699","2,392"
"","","","","0","","","993","5","14","615","*","",""
"","","39","G.E. 2012","","","","","","","","","674","2,301"
"","","","","*","","","649","2","10","629","*","",""
"","Graham","18","G.E. 2010","","","","","","","","","469","1,759"
"","","","","0","","","1,112","3","26","1,440","*","",""
"","","22","P.E. 2012","","","","","","","","","1,070","3,651"
"","","","","0","","","1,034","3","23","1,236","*","",""
"","","22","G.E. 2012","","","","","","","","","989","3,285"
"","","","","*","","","244","0","2","160","*","",""
"","Greenlee","8","G.E. 2010","","","","","","","","","136","542"
"","","","","0","","","216","0","2","158","*","",""
"","","8","P.E. 2012","","","","","","","","","169","545"
"","","","","0","","","207","0","2","148","*","",""
"","","8","G.E. 2012","","","","","","","","","158","515"
"","","","","*","","","398","4","10","389","*","",""
"","La Paz","12","G.E. 2010","","","","","","","","","432","1,233"
"","","","","0","","","267","1","8","266","*","",""
"","","12","P.E. 2012","","","","","","","","","333","875"
"","","","","0","","","267","1","7","262","*","",""
"","","12","G.E. 2012","","","","","","","","","334","871"
"","","","","*","","","57,158","321","2,296","50,523","*","",""
"","Maricopa","1,142","G.E. 2010","","","","","","","","","71,740","182,038"
"","","","","10","","","89,337","587","3,782","79,215","*","",""
"","","724","P.E. 2012","","","","","","","","","126,447","299,378"
"","","","","10","","","105,262","729","4,578","97,674","*","",""
"","","724","G.E. 2012","","","","","","","","","165,437","373,690"
"","","","","*","","","3,997","6","40","4,667","*","",""
"","Mohave","73","G.E. 2010","","","","","","","","","3,310","12,020"
"","","","","0","","","4,575","29","84","5,898","*","",""
"","","73","P.E. 2012","","","","","","","","","7,238","17,824"
"","","","","0","","","4,360","29","80","5,551","*","",""
"","","73","G.E. 2012","","","","","","","","","6,929","16,949"
"","","","","*","","","3,941","16","87","3,889","*","",""
"","Navajo","70","G.E. 2010","","","","","","","","","3,418","11,351"
"","","","","0","","","2,711","18","66","2,478","*","",""
"","","60","P.E. 2012","","","","","","","","","2,532","7,805"
"","","","","0","","","2,778","15","69","2,409","*","",""
"","","61","G.E. 2012","","","","","","","","","2,535","7,806"
"","","","","*","","","28,747","341","849","19,445","*","",""
"","Pima","417","G.E. 2010","","","","","","","","","30,525","79,907"
"","","","","2","","","39,784","461","1,268","26,017","*","",""
"","","288","P.E. 2012","","","","","","","","","44,661","112,193"
"","","","","2","","","34,857","415","1,148","23,156","*","",""
"","","288","G.E. 2012","","","","","","","","","40,484","100,062"
"","","","","*","","","3,145","9","61","2,462","*","",""
"","Pinal","88","G.E. 2010","","","","","","","","","3,546","9,223"
"","","","","0","","","9,202","38","170","6,788","*","",""
"","","102","P.E. 2012","","","","","","","","","10,698","26,896"
"","","","","0","","","11,564","51","246","9,279","*","",""
"","","102","G.E. 2012","","","","","","","","","15,646","36,786"
"","","","","*","","","1,235","8","23","576","*","",""
"","Santa Cruz","24","G.E. 2010","","","","","","","","","817","2,659"
"","","","","0","","","766","9","12","278","*","",""
"","","24","P.E. 2012","","","","","","","","","655","1,720"
"","","","","0","","","659","9","11","247","*","",""
"","","24","G.E. 2012","","","","","","","","","581","1,507"
"","","","","*","","","4,200","74","273","5,408","*","",""
"","Yavapai","112","G.E. 2010","","","","","","","","","6,533","16,488"
"","","","","1","","","5,252","90","259","7,074","*","",""
"","","107","P.E. 2012","","","","","","","","","10,359","23,035"
"","","","","1","","","4,764","87","237","6,300","*","",""
"","","107","G.E. 2012","","","","","","","","","9,426","20,815"
"","","","","*","","","5,404","16","102","5,149","*","",""
"","Yuma","42","G.E. 2010","","","","","","","","","4,428","15,099"
"","","","","0","","","3,656","15","114","3,593","*","",""
"","","42","P.E. 2012","","","","","","","","","5,587","12,965"
"","","","","0","","","3,766","20","119","4,040","*","",""
"","","42","G.E. 2012","","","","","","","","","5,709","13,654"
"","","","","*","","","118,459","926","4,181","98,852","*","",""
"","TOTALS:","2,239","G.E. 2010","","","","","","","","","133,907","356,325"
"","","","","14","","","167,390","1,397","6,136","139,232","*","",""
"","","1,666","P.E. 2012","","","","","","","","","220,289","534,458"
"","","","","14","","","178,938","1,493","6,835","155,707","*","",""
"","","1,667","G.E. 2012","","","","","","","","","257,663","600,650"
"","","","","*","","","33.24","0.26","1.17","27.74","*","",""
"","PERCENTAGES:","","G.E. 2010","","","","","","","","","37.58",""
"","","","","0.00","","","31.32","0.26","1.15","26.05","*","",""
"","","","P.E. 2012","","","","","","","","","41.22",""
"","","","","0.00","","","29.79","0.25","1.14","25.92","*","",""
"","","","G.E. 2012","","","","","","","","","42.90",""
"","* - Party was not a recognized party during this cycle","","","","","","","","","","","",""
"Report Date/Time: 10/30/2012 03:03 PM","","","","","","","STATE OF ARIZONA REGISTRATION REPORT","","","","","","","Page Number 7"
"","","","","","","","","2012 General Election - November 6, 2012","","","","","",""
"","","","","","","","","Compiled and Issued by the Arizona Secretary of State","","","","","",""
"","","","","","","","INACTIVE","","","","","","",""
"","Congressional","","","","Precincts","","","","","","","","Other","TOTAL"
"","","","","","","Americans ","","","Democratic","Green","Libertarian","Republican","",""
"","","Congressional District 1","","","","","","","","","","","",""
"","","","","","","0","","","2,636","13","22","978","",""
"","","","Apache","","45","","","","","","","","1,347","4,996"
"","","","","","","0","","","5,068","108","267","3,118","",""
"","","","Coconino","","71","","","","","","","","6,422","14,983"
"","","","","","","0","","","802","3","8","337","",""
"","","","Gila","","22","","","","","","","","401","1,551"
"","","","","","","0","","","1,034","3","23","1,236","",""
"","","","Graham","","22","","","","","","","","989","3,285"
"","","","","","","0","","","207","0","2","148","",""
"","","","Greenlee","","8","","","","","","","","158","515"
"","","","","","","0","","","86","0","0","13","",""
"","","","Maricopa","","3","","","","","","","","76","175"
"","","","","","","0","","","38","0","0","15","",""
"","","","Mohave","","2","","","","","","","","50","103"
"","","","","","","0","","","2,778","15","69","2,409","",""
"","","","Navajo","","61","","","","","","","","2,535","7,806"
"","","","","","","0","","","2,087","23","57","2,690","",""
"","","","Pima","","30","","","","","","","","2,982","7,839"
"","","","","","","0","","","7,506","22","126","4,665","",""
"","","","Pinal","","60","","","","","","","","8,555","20,874"
"","","","","","","0","","","871","16","26","734","",""
"","","","Yavapai","","15","","","","","","","","1,523","3,170"
"","","","","","339","","","","","","","","25,038","65,297"
"","","","","TOTALS","","0","","","23,113","203","600","16,343","",""
"","","Congressional District 2","","","","","","","","","","","",""
"","","","","","","1","","","723","8","12","694","",""
"","","","Cochise","","49","","","","","","","","992","2,430"
"","","","","","","0","","","21,042","249","709","15,887","",""
"","","","Pima","","167","","","","","","","","25,917","63,804"
"","","","","","216","","","","","","","","26,909","66,234"
"","","","","TOTALS","","1","","","21,765","257","721","16,581","",""
"","","Congressional District 3","","","","","","","","","","","",""
"","","","","","","1","","","6,604","34","249","4,391","",""
"","","","Maricopa","","46","","","","","","","","9,903","21,182"
"","","","","","","2","","","11,728","143","382","4,579","",""
"","","","Pima","","91","","","","","","","","11,585","28,419"
"","","","","","","0","","","34","0","0","4","",""
"","","","Pinal","","1","","","","","","","","12","50"
"","","","","","","0","","","659","9","11","247","",""
"","","","Santa Cruz","","24","","","","","","","","581","1,507"
"","","","","","","0","","","2,494","13","76","1,965","",""
"","","","Yuma","","27","","","","","","","","3,525","8,073"
"","","","","","189","","","","","","","","25,606","59,231"
"","","","","TOTALS","","3","","","21,519","199","718","11,186","",""
"","","Congressional District 4","","","","","","","","","","","",""
"","","","","","","0","","","191","2","6","278","",""
"","","","Gila","","17","","","","","","","","273","750"
"","","","","","","0","","","267","1","7","262","",""
"","","","La Paz","","12","","","","","","","","334","871"
"","","","","","","0","","","661","5","26","1,138","",""
"","","","Maricopa","","18","","","","","","","","1,191","3,021"
"","","","","","","0","","","4,322","29","80","5,536","",""
"","","","Mohave","","71","","","","","","","","6,879","16,846"
"","","","","","","0","","","4,024","29","120","4,610","",""
"","","","Pinal","","41","","","","","","","","7,079","15,862"
"","","","","","","1","","","3,893","71","211","5,566","",""
"","","","Yavapai","","92","","","","","","","","7,903","17,645"
"","","","","","","0","","","1,272","7","43","2,075","",""
"","","","Yuma","","15","","","","","","","","2,184","5,581"
"","","","","","266","","","","","","","","25,843","60,576"
"","","","","TOTALS","","1","","","14,630","144","493","19,465","",""
"","","Congressional District 5","","","","","","","","","","","",""
"","","","","","","3","","","13,868","90","506","20,580","",""
"","","","Maricopa","","113","","","","","","","","25,920","60,967"
"","","","","","113","","","","","","","","25,920","60,967"
"","","","","TOTALS","","3","","","13,868","90","506","20,580","",""
"","","Congressional District 6","","","","","","","","","","","",""
"","","","","","","2","","","18,902","130","831","23,210","",""
"","","","Maricopa","","156","","","","","","","","34,581","77,656"
"","","","","","156","","","","","","","","34,581","77,656"
"","","","","TOTALS","","2","","","18,902","130","831","23,210","",""
"","","Congressional District 7","","","","","","","","","","","",""
"","","","","","","0","","","22,509","114","1,244","8,338","",""
"","","","Maricopa","","105","","","","","","","","26,401","58,606"
"","","","","","105","","","","","","","","26,401","58,606"
"","","","","TOTALS","","0","","","22,509","114","1,244","8,338","",""
"","","Congressional District 8","","","","","","","","","","","",""
"","","","","","","1","","","16,548","84","554","20,762","",""
"","","","Maricopa","","142","","","","","","","","27,736","65,685"
"","","","","","142","","","","","","","","27,736","65,685"
"","","","","TOTALS","","1","","","16,548","84","554","20,762","",""
"","","Congressional District 9","","","","","","","","","","","",""
"","","","","","","3","","","26,084","272","1,168","19,242","",""
"","","","Maricopa","","141","","","","","","","","39,629","86,398"
"","","","","","141","","","","","","","","39,629","86,398"
"","","","","TOTALS","","3","","","26,084","272","1,168","19,242","",""
"","","","","STATE TOTALS","","14","","","178,938","1,493","6,835","155,707","",""
"","","","","","1,667","","","","","","","","257,663","600,650"
"Report Date/Time: 10/30/2012 03:03 PM","","","","","","","STATE OF ARIZONA REGISTRATION REPORT","","","","","","","Page Number 8"
"","","","","","","","","2012 General Election - November 6, 2012","","","","","",""
"","","","","","","","","Compiled and Issued by the Arizona Secretary of State","","","","","",""
"","","","","","","","INACTIVE","","","","","","",""
"","Legislative","","","","Precincts","","","","","","","","Other","TOTAL"
"","","","","","","Americans ","","","Democratic","Green","Libertarian","Republican","",""
"","","Legislative District 1","","","","","","","","","","","",""
"","","","","","","0","","","1,251","9","54","2,573","",""
"","","","Maricopa","","14","","","","","","","","2,680","6,567"
"","","","","","","1","","","3,049","66","185","4,751","",""
"","","","Yavapai","","85","","","","","","","","6,378","14,430"
"","","","","","99","","","","","","","","9,058","20,997"
"","","","","TOTALS","","1","","","4,300","75","239","7,324","",""
"","","Legislative District 2","","","","","","","","","","","",""
"","","","","","","0","","","4,626","26","136","2,743","",""
"","","","Pima","","35","","","","","","","","5,311","12,842"
"","","","","","","0","","","659","9","11","247","",""
"","","","Santa Cruz","","24","","","","","","","","581","1,507"
"","","","","","59","","","","","","","","5,892","14,349"
"","","","","TOTALS","","0","","","5,285","35","147","2,990","",""
"","","Legislative District 3","","","","","","","","","","","",""
"","","","","","","1","","","8,943","134","296","3,517","",""
"","","","Pima","","53","","","","","","","","8,868","21,759"
"","","","","","53","","","","","","","","8,868","21,759"
"","","","","TOTALS","","1","","","8,943","134","296","3,517","",""
"","","Legislative District 4","","","","","","","","","","","",""
"","","","","","","0","","","1,556","11","34","1,454","",""
"","","","Maricopa","","18","","","","","","","","2,563","5,618"
"","","","","","","0","","","972","3","29","383","",""
"","","","Pima","","18","","","","","","","","873","2,260"
"","","","","","","0","","","34","0","0","4","",""
"","","","Pinal","","1","","","","","","","","12","50"
"","","","","","","0","","","2,140","9","55","1,533","",""
"","","","Yuma","","22","","","","","","","","2,967","6,704"
"","","","","","59","","","","","","","","6,415","14,632"
"","","","","TOTALS","","0","","","4,702","23","118","3,374","",""
"","","Legislative District 5","","","","","","","","","","","",""
"","","","","","","0","","","267","1","7","262","",""
"","","","La Paz","","12","","","","","","","","334","871"
"","","","","","","0","","","4,322","29","80","5,536","",""
"","","","Mohave","","71","","","","","","","","6,879","16,846"
"","","","","","83","","","","","","","","7,213","17,717"
"","","","","TOTALS","","0","","","4,589","30","87","5,798","",""
"","","Legislative District 6","","","","","","","","","","","",""
"","","","","","","0","","","3,768","99","225","2,544","",""
"","","","Coconino","","45","","","","","","","","5,324","11,960"
"","","","","","","0","","","195","2","6","282","",""
"","","","Gila","","18","","","","","","","","274","759"
"","","","","","","0","","","573","3","15","905","",""
"","","","Navajo","","16","","","","","","","","753","2,249"
"","","","","","","0","","","1,715","21","52","1,549","",""
"","","","Yavapai","","22","","","","","","","","3,048","6,385"
"","","","","","101","","","","","","","","9,399","21,353"
"","","","","TOTALS","","0","","","6,251","125","298","5,280","",""
"","","Legislative District 7","","","","","","","","","","","",""
"","","","","","","0","","","2,636","13","22","978","",""
"","","","Apache","","45","","","","","","","","1,347","4,996"
"","","","","","","0","","","1,300","9","42","574","",""
"","","","Coconino","","26","","","","","","","","1,098","3,023"
"","","","","","","0","","","60","0","1","9","",""
"","","","Gila","","3","","","","","","","","37","107"
"","","","","","","0","","","189","0","0","34","",""
"","","","Graham","","2","","","","","","","","81","304"
"","","","","","","0","","","38","0","0","15","",""
"","","","Mohave","","2","","","","","","","","50","103"
"","","","","","","0","","","2,205","12","54","1,504","",""
"","","","Navajo","","45","","","","","","","","1,782","5,557"
"","","","","","","0","","","0","0","0","0","",""
"","","","Pinal","","1","","","","","","","","0","0"
"","","","","","124","","","","","","","","4,395","14,090"
"","","","","TOTALS","","0","","","6,428","34","119","3,114","",""
"","","Legislative District 8","","","","","","","","","","","",""
"","","","","","","0","","","738","3","7","324","",""
"","","","Gila","","18","","","","","","","","363","1,435"
"","","","","","","0","","","6,100","15","93","3,873","",""
"","","","Pinal","","51","","","","","","","","6,839","16,920"
"","","","","","69","","","","","","","","7,202","18,355"
"","","","","TOTALS","","0","","","6,838","18","100","4,197","",""
"","","Legislative District 9","","","","","","","","","","","",""
"","","","","","","0","","","8,554","135","309","5,697","",""
"","","","Pima","","64","","","","","","","","9,764","24,459"
"","","","","","64","","","","","","","","9,764","24,459"
"","","","","TOTALS","","0","","","8,554","135","309","5,697","",""
"","","Legislative District 10","","","","","","","","","","","",""
"","","","","","","0","","","8,171","80","263","5,955","",""
"","","","Pima","","62","","","","","","","","10,290","24,759"
"","","","","","62","","","","","","","","10,290","24,759"
"","","","","TOTALS","","0","","","8,171","80","263","5,955","",""
"","","Legislative District 11","","","","","","","","","","","",""
"","","","","","","1","","","2,621","28","82","3,323","",""
"","","","Pima","","39","","","","","","","","3,779","9,834"
"","","","","","","0","","","3,033","14","76","2,681","",""
"","","","Pinal","","27","","","","","","","","4,436","10,240"
"","","","","","66","","","","","","","","8,215","20,074"
"","","","","TOTALS","","1","","","5,654","42","158","6,004","",""
"","","Legislative District 12","","","","","","","","","","","",""
"","","","","","","1","","","3,865","19","147","6,756","",""
"","","","Maricopa","","34","","","","","","","","7,166","17,954"
"","","","","","","0","","","36","1","2","79","",""
"","","","Pinal","","1","","","","","","","","81","199"
"","","","","","35","","","","","","","","7,247","18,153"
"","","","","TOTALS","","1","","","3,901","20","149","6,835","",""
"Report Date/Time: 10/30/2012 03:03 PM","","","","","","","STATE OF ARIZONA REGISTRATION REPORT","","","","","","","Page Number 9"
"","","","","","","","","2012 General Election - November 6, 2012","","","","","",""
"","","","","","","","","Compiled and Issued by the Arizona Secretary of State","","","","","",""
"","","","","","","","INACTIVE","","","","","","",""
"","Legislative","","","","Precincts","","","","","","","","Other","TOTAL"
"","","","","","","Americans ","","","Democratic","Green","Libertarian","Republican","",""
"","","Legislative District 13","","","","","","","","","","","",""
"","","","","","","0","","","2,595","15","92","3,335","",""
"","","","Maricopa","","29","","","","","","","","4,330","10,367"
"","","","","","","0","","","0","0","0","0","",""
"","","","Yavapai","","0","","","","","","","","0","0"
"","","","","","","0","","","1,626","11","64","2,507","",""
"","","","Yuma","","20","","","","","","","","2,742","6,950"
"","","","","","49","","","","","","","","7,072","17,317"
"","","","","TOTALS","","0","","","4,221","26","156","5,842","",""
"","","Legislative District 14","","","","","","","","","","","",""
"","","","","","","1","","","723","8","12","694","",""
"","","","Cochise","","49","","","","","","","","992","2,430"
"","","","","","","0","","","845","3","23","1,202","",""
"","","","Graham","","20","","","","","","","","908","2,981"
"","","","","","","0","","","207","0","2","148","",""
"","","","Greenlee","","8","","","","","","","","158","515"
"","","","","","","0","","","970","9","33","1,538","",""
"","","","Pima","","17","","","","","","","","1,599","4,149"
"","","","","","94","","","","","","","","3,657","10,075"
"","","","","TOTALS","","1","","","2,745","20","70","3,582","",""
"","","Legislative District 15","","","","","","","","","","","",""
"","","","","","","0","","","5,140","42","208","7,392","",""
"","","","Maricopa","","42","","","","","","","","9,729","22,511"
"","","","","","42","","","","","","","","9,729","22,511"
"","","","","TOTALS","","0","","","5,140","42","208","7,392","",""
"","","Legislative District 16","","","","","","","","","","","",""
"","","","","","","1","","","2,535","14","109","3,602","",""
"","","","Maricopa","","19","","","","","","","","5,249","11,510"
"","","","","","","0","","","2,361","21","75","2,642","",""
"","","","Pinal","","21","","","","","","","","4,278","9,377"
"","","","","","40","","","","","","","","9,527","20,887"
"","","","","TOTALS","","1","","","4,896","35","184","6,244","",""
"","","Legislative District 17","","","","","","","","","","","",""
"","","","","","","1","","","5,268","30","179","5,925","",""
"","","","Maricopa","","39","","","","","","","","9,110","20,513"
"","","","","","39","","","","","","","","9,110","20,513"
"","","","","TOTALS","","1","","","5,268","30","179","5,925","",""
"","","Legislative District 18","","","","","","","","","","","",""
"","","","","","","1","","","7,214","76","294","6,432","",""
"","","","Maricopa","","42","","","","","","","","11,001","25,018"
"","","","","","42","","","","","","","","11,001","25,018"
"","","","","TOTALS","","1","","","7,214","76","294","6,432","",""
"","","Legislative District 19","","","","","","","","","","","",""
"","","","","","","1","","","6,563","28","305","2,871","",""
"","","","Maricopa","","28","","","","","","","","8,752","18,520"
"","","","","","28","","","","","","","","8,752","18,520"
"","","","","TOTALS","","1","","","6,563","28","305","2,871","",""
"","","Legislative District 20","","","","","","","","","","","",""
"","","","","","","0","","","6,620","37","274","6,303","",""
"","","","Maricopa","","47","","","","","","","","11,370","24,604"
"","","","","","47","","","","","","","","11,370","24,604"
"","","","","TOTALS","","0","","","6,620","37","274","6,303","",""
"","","Legislative District 21","","","","","","","","","","","",""
"","","","","","","1","","","5,558","21","151","6,024","",""
"","","","Maricopa","","42","","","","","","","","8,818","20,573"
"","","","","","42","","","","","","","","8,818","20,573"
"","","","","TOTALS","","1","","","5,558","21","151","6,024","",""
"","","Legislative District 22","","","","","","","","","","","",""
"","","","","","","0","","","4,186","22","137","6,628","",""
"","","","Maricopa","","48","","","","","","","","7,431","18,404"
"","","","","","48","","","","","","","","7,431","18,404"
"","","","","TOTALS","","0","","","4,186","22","137","6,628","",""
"","","Legislative District 23","","","","","","","","","","","",""
"","","","","","","0","","","4,973","40","193","7,787","",""
"","","","Maricopa","","57","","","","","","","","9,778","22,771"
"","","","","","57","","","","","","","","9,778","22,771"
"","","","","TOTALS","","0","","","4,973","40","193","7,787","",""
"","","Legislative District 24","","","","","","","","","","","",""
"","","","","","","0","","","9,519","113","384","4,711","",""
"","","","Maricopa","","40","","","","","","","","12,082","26,809"
"","","","","","40","","","","","","","","12,082","26,809"
"","","","","TOTALS","","0","","","9,519","113","384","4,711","",""
"","","Legislative District 25","","","","","","","","","","","",""
"","","","","","","2","","","4,913","43","177","6,496","",""
"","","","Maricopa","","37","","","","","","","","8,923","20,554"
"","","","","","37","","","","","","","","8,923","20,554"
"","","","","TOTALS","","2","","","4,913","43","177","6,496","",""
"","","Legislative District 26","","","","","","","","","","","",""
"","","","","","","0","","","7,855","99","421","5,079","",""
"","","","Maricopa","","34","","","","","","","","13,204","26,658"
"","","","","","34","","","","","","","","13,204","26,658"
"","","","","TOTALS","","0","","","7,855","99","421","5,079","",""
"","","Legislative District 27","","","","","","","","","","","",""
"","","","","","","0","","","7,148","22","237","2,370","",""
"","","","Maricopa","","35","","","","","","","","7,815","17,592"
"","","","","","35","","","","","","","","7,815","17,592"
"","","","","TOTALS","","0","","","7,148","22","237","2,370","",""
"","","Legislative District 28","","","","","","","","","","","",""
"","","","","","","2","","","6,468","40","294","6,219","",""
"","","","Maricopa","","57","","","","","","","","9,531","22,554"
"","","","","","57","","","","","","","","9,531","22,554"
"","","","","TOTALS","","2","","","6,468","40","294","6,219","",""
"Report Date/Time: 10/30/2012 03:03 PM","","","","","","","STATE OF ARIZONA REGISTRATION REPORT","","","","","","","Page Number 10"
"","","","","","","","","2012 General Election - November 6, 2012","","","","","",""
"","","","","","","","","Compiled and Issued by the Arizona Secretary of State","","","","","",""
"","","","","","","","INACTIVE","","","","","","",""
"","Legislative","","","","Precincts","","","","","","","","Other","TOTAL"
"","","","","","","Americans ","","","Democratic","Green","Libertarian","Republican","",""
"","","Legislative District 29","","","","","","","","","","","",""
"","","","","","","0","","","5,820","20","417","2,641","",""
"","","","Maricopa","","33","","","","","","","","7,539","16,437"
"","","","","","33","","","","","","","","7,539","16,437"
"","","","","TOTALS","","0","","","5,820","20","417","2,641","",""
"","","Legislative District 30","","","","","","","","","","","",""
"","","","","","","0","","","6,215","28","471","3,076","",""
"","","","Maricopa","","29","","","","","","","","8,366","18,156"
"","","","","","29","","","","","","","","8,366","18,156"
"","","","","TOTALS","","0","","","6,215","28","471","3,076","",""
"","","","","STATE TOTALS","","14","","","178,938","1,493","6,835","155,707","",""
"","","","","","1,667","","","","","","","","257,663","600,650"
